user_id,year_of_birth,gender,region,living_standards_measure,highest_education,employment,internet_access,cable_tv_subscription,survey_completion,survey_participation_consent,bank_account,bank,last_interaction_with_bank,likelihood_to_recommend,comment_on_why,themes,start_time(GMT),time_of_last_update(GMT)
17406923,1997,Male,riftvalley,1 to 4,In Secondary,Student,No,No,TIMEDOUT,-,-,-,-,-,-,,00:03.0,00:02.9
18003031,1994,Male,NA,1 to 4,Completed Secondary,Student,No,No,TIMEDOUT,-,-,-,-,-,-,,00:03.1,00:02.9
2282488,1994,Male,riftvalley,9 to 12,Completed University,Non-skilled worker,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,10,It''s convenient and secure,"accessibility,security",00:03.1,00:46.5
2293697,1994,Male,riftvalley,13 to 17,Some University,Student,Yes,No,FINISHED,YES,Yes,National Bank,ATM,10,It''s convenient,accessibility,00:03.2,04:03.1
2932389,1996,Female,riftvalley,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,Equity,Mobile banking,7,Affordability and accesibility,,00:03.2,01:49.2
18002359,1968,Female,NA,9 to 12,Some Primary,Skilled worker,No,Yes,TIMEDOUT,-,-,-,-,-,-,,00:03.2,00:02.9
17404291,1992,Male,riftvalley,13 to 17,Completed College,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,KCB,Bank agent/ agency banking,6,It is more available and relible,,00:03.2,50:43.3
2265322,1994,Male,riftvalley,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,Equity,ATM,8,ATMs are available in almost every town.,atm,00:03.3,04:28.7
2910885,1991,Male,nyanza,9 to 12,Completed College,Skilled worker,Yes,No,FINISHED,YES,Yes,Other,Mobile banking,7,SOMETIMES THE SERVICE ARE SLOW,"service,speed/efficiency",00:03.4,37:32.9
2934651,1994,Female,central,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,7,High transaction charges,"account,rates/charges",00:03.4,53:51.2
2273722,1995,Female,nairobi,9 to 12,Some University,Student,Yes,No,TIMEDOUT,YES,-,-,-,-,-,,00:03.5,00:03.1
2274224,1992,Male,nairobi,NA,NA,Own Business,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.5,00:03.1
18002927,1959,Female,western,13 to 17,Completed Uni,Skilled worker,Yes,Yes,FINISHED,YES,Yes,KCB,Bank agent/ agency banking,10,this is because it is easy to afford and cheap and there is safety of my finance,"rates/charges,speed/efficiency",00:03.5,06:24.2
17403835,1991,Male,riftvalley,9 to 12,In Uni,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.5,00:03.1
2928370,1997,Female,riftvalley,5 to 8,Some University,Student,Yes,No,TIMEDOUT,YES,-,-,-,-,-,,00:03.5,00:03.2
2270543,1995,Male,coast,13 to 17,Completed University,Farm owner,Yes,Yes,FINISHED,YES,Yes,KCB,Customer service desk/ enquiries,8,The loans have minimum interest,loan,00:03.6,03:32.7
2918160,1995,Male,riftvalley,9 to 12,Completed Primary,Farm owner,Yes,Yes,FINISHED,YES,No,-,-,-,-,,00:03.6,18:28.7
18002650,1989,Male,nairobi,13 to 17,Completed College,Skilled worker,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:03.7,00:03.0
18002022,1995,Female,riftvalley,9 to 12,In Uni,Student,No,No,FINISHED,YES,Yes,Co-operative,Other,10,Evicient and secure,security,00:03.8,04:17.2
18002192,1995,Male,western,13 to 17,Completed Uni,Student,Yes,Yes,FINISHED,YES,Yes,KCB,ATM,10,Easily accessible,accessibility,00:03.8,37:08.4
2889817,1992,Male,riftvalley,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,Other,ATM,10,Because at post bank people don''t wait in line for too long and the service delivery is quick,"service,speed/efficiency",00:03.8,06:43.3
17402315,1996,Female,nairobi,13 to 17,Some Uni,Student,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:03.8,00:03.2
2908192,1994,Male,eastern,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,Other,ATM,7,Good service and efficient,"service,speed/efficiency",00:03.9,51:46.5
2922147,1945,Male,nyanza,NA,NA,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.9,00:02.9
18002208,1995,Male,eastern,9 to 12,In College,Student,Yes,No,FINISHED,YES,Yes,Co-operative,Bank agent/ agency banking,3,Because of my Savings,,00:03.9,06:01.8
5590141,1994,Male,nyanza,9 to 12,Some Primary,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,KCB,Mobile banking,7,Satisfied with there service delivery,service,00:03.9,05:38.1
2907684,1989,Female,eastern,13 to 17,Completed University,Skilled worker,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:05.2,00:02.7
2904643,1992,Female,western,5 to 8,Completed College,Student,Yes,No,FINISHED,YES,No,-,-,-,-,,00:05.2,14:05.4
2888608,1960,Male,riftvalley,5 to 8,Completed Secondary,Other/Unemployed,Yes,No,FINISHED,YES,No,-,-,-,-,,00:05.2,01:37.4
2272784,1996,Male,nairobi,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,00:05.2,00:02.3
2903552,1988,Male,western,NA,NA,Student,NA,NA,TIMEDOUT,-,-,-,-,-,-,,00:05.2,00:02.9
2280968,1993,Male,nairobi,9 to 12,Completed College,Skilled worker,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:05.2,00:02.3
2280815,1990,Female,nairobi,9 to 12,Completed College,Skilled worker,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:05.3,00:02.7
2902215,1999,Male,riftvalley,5 to 8,In Uni,Student,Yes,No,FINISHED,YES,Yes,KCB,Teller or Branch transactions,9,KCB has a reliable banking system and gives convinient soft loans,"accessibility,loan,speed/efficiency,system",00:05.3,06:26.8
2898731,1996,Male,nairobi,NA,NA,Student,Yes,NA,TIMEDOUT,YES,Yes,-,-,-,-,,00:05.3,00:02.5
2279967,1999,Female,nairobi,9 to 12,Some University,Student,Yes,Yes,FINISHED,YES,No,-,-,-,-,,00:05.3,28:45.9
2300814,1997,Female,western,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,Co-operative,Mobile banking,10,Effectiveness and efficiency in services,"service,speed/efficiency",00:05.5,17:42.0
2300835,1991,Female,riftvalley,9 to 12,Completed Primary,Farm owner,Yes,Yes,FINISHED,YES,Yes,Equity,ATM,10,Becaus,,00:05.5,15:46.9
2904020,1994,Male,riftvalley,1 to 4,Completed College,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:05.6,00:02.9
2273635,1993,Female,central,NA,NA,Other/Unemployed,Yes,NA,FINISHED,YES,Yes,Equity,ATM,9,It''s efficient,speed/efficiency,00:05.6,01:29.4
2897366,1986,Female,nyanza,13 to 17,Completed University,Skilled worker,Yes,Yes,FINISHED,YES,Yes,Equity,Teller or Branch transactions,10,Its a good bank,,00:05.6,27:19.9
2887203,1993,Female,riftvalley,5 to 8,Completed College,Other/Unemployed,Yes,No,FINISHED,YES,Yes,KCB,Teller or Branch transactions,10,low interests and good services,service,00:05.6,15:03.8
2320162,1997,Female,western,5 to 8,In Uni,Student,No,No,FINISHED,YES,Yes,Equity,Teller or Branch transactions,10,Equity bank offers good services to its customer''s,service,00:05.6,06:18.0
1149494,1990,Male,riftvalley,13 to 17,Completed University,Skilled worker,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:05.6,00:02.3
2907936,1996,Male,central,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,6,Slow at processing loans,"loan,speed/efficiency",00:05.7,01:58.0
2282237,1994,Male,riftvalley,5 to 8,Completed University,Non-skilled worker,Yes,No,FINISHED,YES,Yes,KCB,Bank agent/ agency banking,8,Great,,00:05.7,32:28.0
2273084,1991,Male,eastern,13 to 17,Completed College,Skilled worker,Yes,Yes,FINISHED,YES,Yes,Equity,ATM,5,Average services,service,00:05.7,43:56.9
2322752,1996,Male,western,9 to 12,Some University,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Equity,Internet banking,9,Their services are timely and cheap,"rates/charges,service,speed/efficiency",00:05.8,02:19.8
2294107,1993,Male,eastern,9 to 12,Completed College,Student,Yes,No,FINISHED,YES,Yes,Diamond Trust Bank,Mobile banking,8,It is flexible and transaction fee is friendly,"accessibility,account,staff",00:05.9,03:17.0
2314098,1996,Female,riftvalley,5 to 8,Some University,Student,Yes,No,FINISHED,YES,Yes,KCB,ATM,8,It''s highly likely,,00:05.9,04:41.1
2293649,1994,Male,eastern,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,Equity,Mobile banking,7,Good service provision,service,00:06.0,01:31.4
2285201,1992,Male,central,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,KCB,ATM,7,"Because it''s good, though their mobi bank balance inquires are very expensive",rates/charges,00:06.0,03:09.8
2415399,1995,Male,riftvalley,13 to 17,Completed PostGrad,Own Business,Yes,Yes,FINISHED,YES,Yes,KCB,Internet banking,7,Convenient service delivery,"accessibility,service",00:06.0,02:22.6
2294106,1995,Male,riftvalley,9 to 12,Completed Secondary,Non-skilled worker,Yes,No,FINISHED,YES,No,-,-,-,-,,00:06.0,46:27.8
1403334,1995,Male,riftvalley,13 to 17,Completed University,Own Business,Yes,Yes,FINISHED,YES,Yes,KCB,Teller or Branch transactions,9,Fast service,"service,speed/efficiency",00:06.0,01:46.7
2283728,1993,Female,central,NA,Some University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,ATM,8,It is convenient enough,accessibility,00:06.0,11:51.2
2906621,1995,Male,eastern,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,Equity,ATM,8,Service friendly,"service,staff",00:06.1,46:46.5
2895660,1996,Female,riftvalley,NA,NA,Farm owner,Yes,NA,TIMEDOUT,-,-,-,-,-,-,,00:06.1,00:02.9
2903731,1995,Male,riftvalley,NA,NA,Other/Unemployed,No,NA,TIMEDOUT,-,-,-,-,-,-,,00:06.2,00:02.9
2288696,1993,Male,eastern,NA,NA,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,4,Poor services,service,00:06.2,41:51.9
2279417,1999,Male,riftvalley,5 to 8,Completed Secondary,Student,Yes,No,FINISHED,YES,Yes,KCB,Bank agent/ agency banking,9,Good and polite services,service,00:06.2,16:57.3
2414269,1990,Female,riftvalley,5 to 8,Completed Secondary,Farm owner,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:06.3,00:02.9
2414934,1990,Female,western,9 to 12,Completed College,Own Business,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:06.3,00:02.9
2891044,1993,Male,nairobi,13 to 17,Some University,Student,Yes,Yes,FINISHED,YES,Yes,Co-operative,Mobile banking,5,)Banks are not best financial institutions here in Kenya as far as SMEs are concerned. Require long procedure to process loans and comes with tough terms) and conditions which scare the borrower.,,00:06.3,13:44.5
2270324,1993,Male,nyanza,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,Co-operative,ATM,7,It''s more comprehensive,,00:06.3,37:01.8
2907823,1998,Female,nyanza,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,00:05.2,00:04.7
2286265,1993,Female,NA,NA,NA,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:05.3,00:04.9
2896598,1995,Male,western,9 to 12,In Uni,Student,Yes,Yes,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,9,The banking is accurate and satisfying in terms of services they offer,"accessibility,service",00:05.3,00:39.1
2901882,1995,Male,nyanza,5 to 8,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Co-operative,ATM,9,The bank services are fairly fast,"service,speed/efficiency",00:05.3,04:33.8
2884803,1994,Male,riftvalley,9 to 12,Completed Uni,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,9,Effective service delivery,service,00:05.3,05:04.2
2281220,1993,Male,nairobi,13 to 17,Completed University,Street or Market Seller,Yes,Yes,FINISHED,YES,Yes,Barclays,Bank agent/ agency banking,9,Good service,service,00:05.3,03:04.0
2308253,1988,Male,riftvalley,9 to 12,NA,Other/Unemployed,NA,NA,FINISHED,YES,Yes,KCB,Mobile banking,9,Most Government agencies use this bank and it cannot collapse anytime,,00:05.3,04:23.0
2908075,1993,Male,coast,13 to 17,Completed University,Street or Market Seller,Yes,Yes,FINISHED,YES,Yes,Equity,Teller or Branch transactions,9,It''s convenient and reliable,"accessibility,speed/efficiency",00:05.3,03:05.8
2322344,1962,Male,western,13 to 17,Completed College,Farm owner,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:05.3,00:05.1
2899471,1995,Female,riftvalley,5 to 8,Completed Secondary,Student,Yes,No,FINISHED,YES,No,-,-,-,-,,00:05.5,04:49.0
2905083,1989,Male,riftvalley,5 to 8,Completed College,Farm owner,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,8,Services are good but sometimes there are delay,service,00:05.6,42:09.8
2279989,1999,Male,nyanza,5 to 8,Completed College,Other/Unemployed,No,No,FINISHED,YES,Yes,Co-operative,Bank agent/ agency banking,6,It gives low loan payment,loan,00:05.6,27:05.3
2304218,1992,Female,riftvalley,9 to 12,Completed College,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Teller or Branch transactions,8,in terms of loan,loan,00:05.6,16:13.2
2289631,1994,Female,central,5 to 8,Completed PostGrad,Student,Yes,No,FINISHED,YES,Yes,Co-operative,ATM,10,Cheap,rates/charges,00:05.6,14:35.6
2306367,1994,NA,NA,13 to 17,No school,Farm owner,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,1,High transaction cost to mpesa and few agents,"account,mobile_banking,staff",00:05.7,12:07.1
2884880,1997,Male,central,13 to 17,Completed University,Student,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,7,I don''t know,,00:05.7,54:27.8
2884802,1992,Male,riftvalley,NA,NA,Other/Unemployed,Yes,NA,FINISHED,YES,No,-,-,-,-,,00:05.7,53:10.6
2889360,1996,Male,riftvalley,NA,NA,Student,Yes,NA,TIMEDOUT,-,-,-,-,-,-,,00:05.7,00:05.0
2266091,1989,Male,riftvalley,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,Co-operative,Teller or Branch transactions,6,Not bad on attending customer,service,00:05.7,27:15.9
2891025,1995,Female,northeastern,13 to 17,Completed College,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Equity,Teller or Branch transactions,3,Serving is good nd respect,service,00:05.8,04:52.0
2295180,1995,Male,nyanza,9 to 12,In Uni,Student,Yes,Yes,FINISHED,YES,Yes,Co-operative,Bank agent/ agency banking,4,8 because it has always been there for me whenever I need their services,,00:05.9,22:40.2
2414898,1963,Male,coast,1 to 4,Some Primary,Other/Unemployed,Yes,No,FINISHED,YES,No,-,-,-,-,,00:05.9,51:53.5
2886621,1998,Male,riftvalley,9 to 12,Completed College,Student,Yes,Yes,FINISHED,YES,No,-,-,-,-,,00:06.0,39:08.6
2293383,1991,Male,central,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,00:06.0,00:04.9
2264945,1997,Female,central,9 to 12,Completed College,Student,Yes,Yes,FINISHED,YES,Yes,Equity,ATM,6,Its good,,00:06.0,33:10.9
2276884,1993,Male,nyanza,5 to 8,Some University,Student,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,8,"No Theft, They Handles Customers Well And Access","accessibility,service",00:06.0,21:30.0
2279795,1992,Male,western,9 to 12,Some University,Skilled worker,Yes,No,FINISHED,YES,Yes,Co-operative,Mobile banking,8,Good customer service,service,00:06.0,09:02.5
2905793,1998,Female,nairobi,9 to 12,Completed College,Street or Market Seller,Yes,Yes,FINISHED,YES,No,-,-,-,-,,00:06.1,28:55.7
2896320,1987,Male,western,NA,NA,Other/Unemployed,Yes,NA,FINISHED,YES,Yes,KCB,Teller or Branch transactions,8,it is financially stable,,00:06.1,51:55.2
2266403,1995,Female,eastern,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,National Bank,ATM,10,It s the best according to its services,service,00:06.2,06:33.9
2265924,1994,Female,eastern,5 to 8,Completed Secondary,Other/Unemployed,Yes,No,FINISHED,YES,No,-,-,-,-,,00:06.3,02:55.8
2273814,1989,Male,riftvalley,5 to 8,Completed Secondary,Farm owner,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,9,9,,00:06.3,03:32.0
2281233,1992,Male,western,NA,Completed University,Other/Unemployed,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:06.3,00:04.8
2889547,1996,Female,riftvalley,5 to 8,Some University,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:06.4,00:05.0
2892098,1991,Female,riftvalley,5 to 8,Completed Secondary,Other/Unemployed,Yes,No,FINISHED,YES,Yes,KCB,Teller or Branch transactions,8,Good services,service,00:06.4,47:31.5
2884402,1991,Male,riftvalley,NA,NA,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:06.4,00:04.8
2413838,1995,Female,eastern,9 to 12,Completed College,Street or Market Seller,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,9,Low interest rate.has network.have simcard.easyly acceaible,"rates/charges,system",00:06.4,11:59.8
2283560,1994,Male,nairobi,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,10,Very good service delivery,service,00:04.9,15:56.8
2319655,1996,Male,nyanza,9 to 12,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,No,-,-,-,-,,00:04.9,02:31.3
2884243,1986,Female,riftvalley,5 to 8,Completed Secondary,Other/Unemployed,No,No,TIMEDOUT,-,-,-,-,-,-,,00:04.9,00:03.8
2906210,1992,Male,riftvalley,5 to 8,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,5,Fair service,service,00:04.9,20:58.5
2264730,1990,Female,central,9 to 12,Completed College,Street or Market Seller,Yes,No,TIMEDOUT,YES,-,-,-,-,-,,00:04.9,00:04.3
2265612,1996,Female,western,5 to 8,Completed Secondary,Own Business,Yes,No,FINISHED,YES,No,-,-,-,-,,00:04.9,01:26.6
2265237,1991,Male,eastern,13 to 17,None,Skilled worker,Yes,Yes,FINISHED,YES,Yes,Equity,ATM,7,Fast transaction but there are long queues,"account,speed/efficiency",00:05.0,03:28.7
2900810,1998,Female,eastern,5 to 8,Completed College,Student,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,8,it good and time and time saving,speed/efficiency,00:05.0,04:08.2
2300142,1984,Female,nyanza,5 to 8,Completed PostGrad,Other/Unemployed,Yes,No,FINISHED,YES,No,-,-,-,-,,00:05.0,01:54.8
2300246,1992,Male,riftvalley,5 to 8,Completed University,Other/Unemployed,Yes,No,TIMEDOUT,YES,Yes,Equity,Bank agent/ agency banking,-,-,,00:05.2,00:04.6
2414016,1972,Male,riftvalley,13 to 17,Completed Secondary,Own my own company,Yes,Yes,FINISHED,YES,Yes,Co-operative,Mobile banking,5,Moderate services,service,00:05.2,05:03.0
2421127,1986,Female,riftvalley,1 to 4,Some Secondary,Student,No,No,TIMEDOUT,-,-,-,-,-,-,,00:05.2,00:04.3
2895265,1991,Male,riftvalley,9 to 12,Completed College,Non-skilled worker,Yes,No,FINISHED,YES,Yes,KCB,ATM,9,They are the best bank I have dealt with,,00:05.3,37:51.5
2891595,1992,Male,riftvalley,5 to 8,Some University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Teller or Branch transactions,5,Good customer relations,service,00:05.3,01:24.5
2414000,1994,Female,riftvalley,NA,NA,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Mobile banking,1,1,,00:05.4,01:35.7
2908269,1981,Female,nairobi,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,00:05.4,00:04.4
2274610,1994,Male,central,9 to 12,Completed University,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,KCB,ATM,9,Due to its efficiency & interest rate friendly,"rates/charges,speed/efficiency,staff",00:05.4,05:31.0
2904738,1996,Male,nairobi,9 to 12,Completed College,Non-skilled worker,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:05.4,00:04.4
2279625,1996,Female,riftvalley,9 to 12,Completed Secondary,Street or Market Seller,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:05.4,00:04.2
2889469,1993,Female,nairobi,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,00:05.5,00:04.2
2304374,1992,Male,riftvalley,9 to 12,Completed College,Other/Unemployed,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,8,Its available almost everywhere and its fast when you use mobile banking,"accessibility,mobile_banking,speed/efficiency",00:05.5,04:34.5
2318659,1996,Female,NA,NA,NA,Student,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,10,Its Transactions Are Cheap And Accessible,"accessibility,account,rates/charges",00:05.6,05:03.5
2887643,1993,Male,northeastern,5 to 8,Completed College,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:05.7,00:04.3
2906185,1996,Male,riftvalley,9 to 12,Some University,Student,Yes,Yes,FINISHED,YES,Yes,KCB,Teller or Branch transactions,8,Convenient Services,"accessibility,service",00:05.7,10:27.8
2298312,1993,Male,nyanza,5 to 8,Some University,Student,Yes,No,FINISHED,YES,Yes,Co-operative,ATM,10,Their services are superbly exemplary,service,00:05.7,44:07.3
2908111,1997,Female,nairobi,9 to 12,Completed College,Skilled worker,Yes,No,FINISHED,YES,Yes,KCB,Customer service desk/ enquiries,8,Cheap,rates/charges,00:05.7,14:36.3
2300230,1993,Male,riftvalley,9 to 12,Completed College,Skilled worker,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,6,Just average,,00:05.7,06:15.8
2894891,1986,Male,nyanza,9 to 12,Completed University,Skilled worker,Yes,No,FINISHED,YES,Yes,KCB,Teller or Branch transactions,5,They Are At Times Slow With Their Paper Work Leading To Delays.,speed/efficiency,00:05.7,24:51.7
2279611,1992,Female,nairobi,13 to 17,Some College,Street / Market Seller,Yes,Yes,FINISHED,YES,Yes,Other,Mobile banking,8,Good services n fare rates,"rates/charges,service",00:05.8,18:22.2
2900317,1994,Female,riftvalley,5 to 8,Completed Secondary,Other/Unemployed,No,No,FINISHED,YES,No,-,-,-,-,,00:05.8,52:22.2
2895242,1948,Male,central,9 to 12,Completed College,Other/Unemployed,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:05.8,00:04.2
2309344,1996,Male,NA,9 to 12,Completed Primary,Other/Unemployed,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:05.9,00:04.4
2293692,1995,Male,nairobi,9 to 12,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Co-operative,Teller or Branch transactions,6,No queing for long,,00:05.9,12:33.4
2902057,1991,Male,central,9 to 12,Completed Secondary,Own Business,Yes,Yes,FINISHED,YES,Yes,Equity,Teller or Branch transactions,5,They provide average services,service,00:06.0,06:39.9
2908113,1996,Male,nairobi,9 to 12,Some University,Student,Yes,Yes,FINISHED,YES,Yes,Equity,Mobile banking,8,"It''s a good bank, yes, I love using their credit card which has been convenient in my endeavours but the social media cries on disappearance of money from individual accounts is something they need to work on ASAP!","accessibility,account,atm,loan",00:06.0,03:15.0
2908323,1993,Male,nairobi,9 to 12,Completed University,Skilled worker,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:06.0,00:04.3
2906403,1996,Female,coast,9 to 12,Completed College,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,ATM,1,8,,00:06.0,16:29.3
2279489,1978,Female,western,NA,NA,Other/Unemployed,NA,NA,FINISHED,YES,No,-,-,-,-,,00:06.1,01:52.5
2284044,1995,Female,nairobi,NA,NA,Other/Unemployed,NA,NA,TIMEDOUT,-,-,-,-,-,-,,00:02.6,00:05.3
2303422,1991,Male,eastern,9 to 12,Completed College,Skilled worker,Yes,Yes,FINISHED,YES,Yes,KCB,Mobile banking,10,"Convenient banking services, with branches countrywide safe and secured transactions without any signs of receivership","accessibility,account,facilities,security,service",00:02.6,05:23.3
2264681,1994,Male,western,9 to 12,Some University,Student,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:02.7,00:04.0
2889456,1994,Female,riftvalley,9 to 12,Completed University,Other/Unemployed,No,Yes,FINISHED,YES,Yes,Equity,ATM,8,because it''s faster and saves time,speed/efficiency,00:02.7,04:41.1
2886769,1993,Male,Nairobi,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,Equity,Internet banking,8,Good customer service,service,00:02.7,04:38.6
2904639,1993,Male,western,9 to 12,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,8,they have agents all over and you don''t need to visit the bank to get most of their services.,"service,staff",00:02.7,13:40.6
2273056,1991,Male,riftvalley,9 to 12,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,National Bank,Bank agent/ agency banking,9,Good services,service,00:02.7,32:47.4
2886531,1993,Female,riftvalley,NA,NA,Student,Yes,NA,TIMEDOUT,-,-,-,-,-,-,,00:02.7,00:04.8
2889239,1960,Female,eastern,5 to 8,Completed College,Skilled worker,Yes,No,FINISHED,YES,Yes,Co-operative,ATM,9,very effective and fast,speed/efficiency,00:02.7,03:47.7
2281000,1995,Male,western,9 to 12,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,KCB,Teller or Branch transactions,10,Efficiency and effective,speed/efficiency,00:02.7,06:18.9
2272763,1994,Female,nyanza,9 to 12,Some University,Student,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,8,It serves customers so fast,"service,speed/efficiency",00:02.8,28:16.5
2892724,1993,Male,northeastern,5 to 8,Completed College,Other/Unemployed,Yes,No,FINISHED,YES,Yes,KCB,Mobile banking,10,It offer services,service,00:03.0,18:24.5
2271003,1991,Female,nyanza,NA,NA,NA,NA,NA,FINISHED,YES,Yes,KCB,Teller or Branch transactions,10,they helped me to open an account,account,00:03.0,37:03.5
2204474,1989,Male,riftvalley,9 to 12,Completed University,Street or Market Seller,Yes,No,FINISHED,YES,Yes,Equity,ATM,8,Is the best in terms of customer satisfaction,service,00:03.1,04:52.8
2290022,1968,Male,nyanza,5 to 8,Completed College,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,ATM,6,They care for the low income earners,,00:03.1,22:33.9
2285628,1990,Male,nyanza,NA,NA,Other/Unemployed,Yes,NA,FINISHED,YES,No,-,-,-,-,,00:03.1,00:38.7
2293545,1991,Male,nyanza,9 to 12,Completed College,Other/Unemployed,Yes,Yes,FINISHED,YES,Yes,Co-operative,Bank agent/ agency banking,8,They''re in order in terms of service delivery,service,00:03.1,28:21.6
2890865,1995,Male,riftvalley,9 to 12,Some University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Teller or Branch transactions,10,"The bank is quit well, its faster",speed/efficiency,00:03.1,03:40.5
2895025,1992,Male,riftvalley,9 to 12,Completed University,Other/Unemployed,Yes,No,FINISHED,YES,Yes,Equity,Bank agent/ agency banking,10,They are wise in advice and always they give correct directions,,00:03.2,13:19.5
2893955,1994,Male,nairobi,9 to 12,Completed College,Other/Unemployed,Yes,Yes,TIMEDOUT,-,-,-,-,-,-,,00:03.2,00:05.4
2273262,1991,Male,nyanza,13 to 17,Completed College,Street or Market Seller,Yes,Yes,FINISHED,YES,Yes,KCB,Teller or Branch transactions,4,They don''t investigate bank fraud and employees seem collude with them.,staff,00:03.2,06:59.5
2907536,1997,Male,riftvalley,5 to 8,None,Student,Yes,No,TIMEDOUT,-,-,-,-,-,-,,00:03.3,00:04.9
